ip,sessions,login_failed,commands,dropper_pattern,direct_tcpip,command_failed_other,file_upload,failed_download,raw_total,final_score,risk
198.235.24.67,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.68,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.69,2,0,0,0,0,0,0,0,0,0,LOW
198.235.24.71,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.72,2,0,0,0,0,0,0,0,0,0,LOW
198.235.24.73,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.75,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.76,2,0,0,0,0,0,0,0,0,0,LOW
198.235.24.79,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.80,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.82,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.84,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.85,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.86,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.87,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.91,2,0,0,0,0,0,0,0,0,0,LOW
198.235.24.92,2,0,0,0,0,0,0,0,0,0,LOW
198.235.24.94,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.96,1,0,0,0,0,0,0,0,0,0,LOW
198.235.24.99,1,0,0,0,0,0,0,0,0,0,LOW
198.251.68.13,1,0,0,0,0,0,0,0,0,0,LOW
198.46.253.100,3,0,2,1,0,0,0,0,0,0,LOW
198.57.135.29,2,0,2,0,0,0,0,0,0,0,LOW
198.57.154.79,6,0,6,0,0,0,0,0,1,3,LOW
198.57.164.109,7,0,7,0,0,0,0,0,2,7,LOW
198.57.177.157,2,0,2,0,0,0,0,0,0,0,LOW
198.57.178.214,7,0,7,0,0,0,0,0,2,7,LOW
198.57.187.216,7,0,7,0,0,0,0,0,2,7,LOW
198.57.190.159,1,0,1,0,0,0,0,0,0,0,LOW
198.57.196.225,1,0,1,0,0,0,0,0,0,0,LOW
198.57.215.150,7,0,7,0,0,0,0,0,2,7,LOW
198.57.216.254,8,0,8,0,0,0,0,0,3,10,MEDIUM
198.57.219.201,8,0,8,0,0,0,0,0,3,10,MEDIUM
198.57.225.163,9,0,9,0,0,0,0,0,3,10,MEDIUM
198.57.226.95,7,0,7,0,0,0,0,0,2,7,LOW
198.57.229.120,7,0,7,0,0,0,0,0,2,7,LOW
198.8.83.238,2,0,0,0,0,0,0,0,0,0,LOW
198.8.91.78,1,0,0,0,0,0,0,0,0,0,LOW
198.8.94.171,2,0,0,0,0,0,0,0,0,0,LOW
198.98.55.71,71,25,42,21,0,0,0,0,13,45,CRITICAL
198.98.56.205,3,0,2,1,0,0,0,0,0,0,LOW
198.98.56.227,56,25,28,14,0,0,0,0,12,41,CRITICAL
198.98.62.158,1,1,0,0,1,0,0,0,2,7,LOW
198.98.62.211,6,2,4,2,0,0,0,0,4,14,MEDIUM
199.102.104.65,1,0,0,0,0,0,0,0,0,0,LOW
199.102.105.241,6,0,0,0,0,0,0,0,0,0,LOW
199.102.106.89,7,0,0,0,0,0,0,0,1,3,LOW
199.102.107.147,7,0,0,0,0,0,0,0,1,3,LOW
199.116.112.2,6,0,0,0,0,0,0,0,0,0,LOW
199.116.114.10,4,0,0,0,0,0,0,0,0,0,LOW
199.116.117.33,2,0,0,0,0,0,0,0,0,0,LOW
199.187.210.51,7,0,0,0,0,0,0,0,1,3,LOW
199.188.198.109,10,3,0,0,0,0,0,0,3,10,MEDIUM
199.195.251.10,9,3,6,3,0,0,0,0,6,21,HIGH
199.195.254.215,12,1,8,4,0,0,0,0,7,24,HIGH
199.229.254.131,4,0,0,0,0,0,0,0,0,0,LOW
199.231.163.19,12,2,8,4,0,0,0,0,8,28,HIGH
199.244.48.98,3,0,0,0,0,0,0,0,0,0,LOW
199.45.154.126,1,0,0,0,0,0,0,0,0,0,LOW
199.45.154.133,1,0,0,0,0,0,0,0,0,0,LOW
199.45.154.136,1,0,0,0,0,0,0,0,0,0,LOW
199.45.154.143,1,0,0,0,0,0,0,0,0,0,LOW
199.45.154.149,1,0,0,0,0,0,0,0,0,0,LOW
199.45.155.104,1,0,0,0,0,0,0,0,0,0,LOW
199.45.155.107,1,0,0,0,0,0,0,0,0,0,LOW
199.45.155.70,1,0,0,0,0,0,0,0,0,0,LOW
199.45.155.82,2,0,0,0,0,0,0,0,0,0,LOW
199.45.155.86,1,0,0,0,0,0,0,0,0,0,LOW
199.45.155.92,1,0,0,0,0,0,0,0,0,0,LOW
199.45.155.97,1,0,0,0,0,0,0,0,0,0,LOW
199.58.184.102,4,0,0,0,0,0,0,0,0,0,LOW
199.58.185.11,8,0,0,0,0,0,0,0,1,3,LOW
199.58.186.189,3,0,0,0,0,0,0,0,0,0,LOW
2.180.32.104,3,0,2,1,0,0,0,0,0,0,LOW
2.189.130.80,1,0,0,0,0,0,1,0,2,7,LOW
2.203.183.35,6,0,4,2,0,0,0,0,2,7,LOW
2.26.105.167,3,1,2,1,0,0,0,0,1,3,LOW
2.26.112.202,1,0,0,0,0,0,0,0,0,0,LOW
2.26.20.64,1,0,0,0,0,0,0,0,0,0,LOW
2.26.251.12,1,0,0,0,0,0,0,0,0,0,LOW
2.26.51.2,3,0,2,1,0,0,0,0,0,0,LOW
2.26.61.107,1,0,0,0,0,0,0,0,0,0,LOW
2.26.81.183,2,0,0,0,0,0,0,0,0,0,LOW
2.26.86.54,1,0,0,0,0,0,0,0,0,0,LOW
2.26.99.194,3,0,2,1,0,0,0,0,0,0,LOW
2.27.25.231,1,0,1,0,0,0,1,0,2,7,LOW
2.27.36.16,51,27,24,12,0,0,0,0,12,41,CRITICAL
2.27.36.242,1,0,0,0,0,0,0,0,0,0,LOW
2.27.42.94,1,0,1,0,0,0,1,0,2,7,LOW
2.27.46.115,1,0,0,0,0,0,0,0,0,0,LOW
2.27.53.183,9,0,6,3,0,0,0,0,4,14,MEDIUM
2.27.53.96,1,0,0,0,0,0,0,0,0,0,LOW
2.27.7.107,1,0,0,0,0,0,0,0,0,0,LOW
2.37.223.58,6,0,0,0,6,0,0,0,2,7,LOW
2.54.85.220,1,0,0,0,1,0,0,0,1,3,LOW
2.55.122.202,8,0,0,0,8,0,0,0,4,14,MEDIUM
2.55.126.88,3,0,0,0,0,0,0,0,0,0,LOW
2.55.69.224,5,0,0,0,0,0,0,0,0,0,LOW
2.55.70.124,8,0,0,0,0,0,0,0,1,3,LOW
2.56.241.110,2,0,0,0,0,0,0,0,0,0,LOW
2.57.121.112,1213,250,0,0,1161,0,0,0,12,41,CRITICAL
2.57.121.118,5,0,0,0,0,0,0,0,0,0,LOW
2.57.121.17,5,0,0,0,0,0,0,0,0,0,LOW
2.57.121.25,1173,2250,0,0,720,0,0,0,12,41,CRITICAL
2.57.121.50,2,0,0,0,0,0,0,0,0,0,LOW
2.57.121.69,5,0,0,0,0,0,0,0,0,0,LOW
2.57.121.86,5,0,0,0,0,0,0,0,0,0,LOW
2.57.122.188,5,0,0,0,0,0,0,0,0,0,LOW
2.57.122.189,12,0,0,0,0,0,0,0,1,3,LOW
2.57.122.190,11,0,0,0,0,0,0,0,1,3,LOW
2.57.122.191,13,0,0,0,0,0,0,0,1,3,LOW
2.57.122.192,13,0,0,0,0,0,0,0,1,3,LOW
2.57.122.193,12,0,0,0,0,0,0,0,1,3,LOW
2.57.122.194,20,0,0,0,0,0,0,0,2,7,LOW
2.57.122.195,8,0,0,0,0,0,0,0,1,3,LOW
2.57.122.196,10,0,0,0,0,0,0,0,1,3,LOW
2.57.122.197,14,0,0,0,0,0,0,0,1,3,LOW
2.57.122.199,7,0,0,0,0,0,0,0,1,3,LOW
2.57.122.208,3404,1920,1329,0,0,0,0,0,12,41,CRITICAL
2.57.122.210,260,140,115,0,0,0,0,0,10,34,HIGH
2.57.122.238,1386,384,903,0,0,0,0,0,12,41,CRITICAL
2.57.122.96,2319,1476,791,0,0,0,0,0,12,41,CRITICAL
2.59.219.107,3,0,2,1,0,0,0,0,0,0,LOW
2.60.252.90,1,0,0,0,1,0,0,0,1,3,LOW
2.74.192.250,1,0,0,0,0,0,0,0,0,0,LOW
20.102.41.162,3,0,2,1,0,0,0,0,0,0,LOW
20.106.56.125,2,0,0,0,0,0,0,0,0,0,LOW
20.116.34.103,12,1,8,4,0,0,0,0,7,24,HIGH
20.118.202.145,2,0,0,0,0,0,0,0,0,0,LOW
20.118.24.61,2,0,0,0,0,0,0,0,0,0,LOW
20.118.32.235,2,0,0,0,0,0,0,0,0,0,LOW
20.118.32.59,2,0,0,0,0,0,0,0,0,0,LOW
20.119.99.184,2,0,0,0,0,0,0,0,0,0,LOW
20.12.41.6,12,1,8,4,0,0,0,0,7,24,HIGH
20.123.146.92,2,0,0,0,0,0,0,0,0,0,LOW
20.123.146.94,1,0,2,1,0,0,0,0,0,0,LOW
20.127.185.37,6,0,4,2,0,0,0,0,2,7,LOW
20.14.73.63,2,0,0,0,0,0,0,0,0,0,LOW
20.15.160.31,2,0,0,0,0,0,0,0,0,0,LOW
20.15.164.37,2,0,0,0,0,0,0,0,0,0,LOW
20.153.204.5,54,26,26,13,0,0,0,0,12,41,CRITICAL
20.163.14.131,2,0,0,0,0,0,0,0,0,0,LOW
20.163.14.140,2,0,0,0,0,0,0,0,0,0,LOW
20.163.3.80,2,0,0,0,0,0,0,0,0,0,LOW
20.163.32.226,3,0,3,0,0,0,0,0,1,3,LOW
20.163.5.58,2,0,0,0,0,0,0,0,0,0,LOW
20.163.58.125,2,0,0,0,0,0,0,0,0,0,LOW
20.163.60.142,2,0,0,0,0,0,0,0,0,0,LOW
20.164.21.26,251,187,61,0,0,0,0,0,10,34,HIGH
20.168.113.228,4,0,0,0,0,0,0,0,0,0,LOW
20.168.120.44,2,0,0,0,0,0,0,0,0,0,LOW
20.168.121.152,2,0,0,0,0,0,0,0,0,0,LOW
20.168.13.53,2,0,0,0,0,0,0,0,0,0,LOW
20.168.8.243,2,0,0,0,0,0,0,0,0,0,LOW
20.169.105.51,2,0,0,0,0,0,0,0,0,0,LOW
20.169.48.134,2,0,0,0,0,0,0,0,0,0,LOW
20.169.48.182,2,0,0,0,0,0,0,0,0,0,LOW
20.169.75.194,10,0,0,0,0,0,0,0,1,3,LOW
20.169.81.226,2,0,0,0,0,0,0,0,0,0,LOW
20.169.83.157,2,0,0,0,0,0,0,0,0,0,LOW
20.169.85.72,2,0,0,0,0,0,0,0,0,0,LOW
20.171.51.209,86,77,10,0,0,0,0,0,9,31,HIGH
20.171.9.108,2,0,0,0,0,0,0,0,0,0,LOW
20.173.116.24,6,0,4,2,0,0,0,0,2,7,LOW
20.185.9.149,3,0,2,1,0,0,0,0,0,0,LOW
20.187.153.135,3,0,2,1,0,0,0,0,0,0,LOW
20.187.184.86,3,1,2,1,0,0,0,0,1,3,LOW
20.192.21.48,2,0,2,0,0,0,0,0,0,0,LOW
20.193.141.133,62,26,34,17,0,0,0,0,13,45,CRITICAL
20.193.153.215,2,0,1,0,0,0,0,0,0,0,LOW
20.2.83.149,3,0,2,1,0,0,0,0,0,0,LOW
20.203.42.204,207,82,110,55,0,0,0,0,14,48,CRITICAL
20.203.59.187,3,0,2,1,0,0,0,0,0,0,LOW
20.204.245.187,3,1,2,1,0,0,0,0,1,3,LOW
20.206.185.109,4,0,4,0,0,0,0,0,1,3,LOW
20.217.207.174,12,0,0,0,0,0,0,0,1,3,LOW
20.217.27.40,4,0,0,0,0,0,0,0,0,0,LOW
20.221.72.241,2,0,0,0,0,0,0,0,0,0,LOW
20.224.168.82,3,0,2,1,0,0,0,0,0,0,LOW
20.227.140.177,2,0,0,0,0,0,0,0,0,0,LOW
20.228.179.34,7,0,7,0,0,0,0,0,2,7,LOW
20.228.193.165,8,1,4,2,1,0,0,0,5,17,MEDIUM
20.235.108.177,3,0,2,1,0,0,0,0,0,0,LOW
20.243.200.248,13,1,0,0,12,0,0,0,5,17,MEDIUM
20.244.18.126,15,1,10,5,0,0,0,0,7,24,HIGH
20.244.90.19,7,0,7,0,0,0,0,0,2,7,LOW
20.244.95.134,9,0,6,3,0,0,0,0,4,14,MEDIUM
20.244.95.173,19,16,3,0,0,0,0,0,6,21,HIGH
20.29.22.156,2,0,0,0,0,0,0,0,0,0,LOW
20.29.22.204,2,0,0,0,0,0,0,0,0,0,LOW
20.29.57.212,2,0,0,0,0,0,0,0,0,0,LOW
20.3.166.87,5,0,5,0,0,0,0,0,1,3,LOW
20.40.218.197,2,0,0,0,0,0,0,0,0,0,LOW
20.40.73.192,2,2,0,0,0,0,0,0,2,7,LOW
20.46.251.132,2,0,0,0,0,0,0,0,0,0,LOW
20.46.45.121,2,0,0,0,2,0,0,0,1,3,LOW
20.49.0.100,3,0,2,1,0,0,0,0,0,0,LOW
20.55.3.202,2,0,0,0,0,0,0,0,0,0,LOW
20.55.36.63,2,0,0,0,0,0,0,0,0,0,LOW
20.61.126.214,113,0,112,0,0,0,0,0,6,21,HIGH
20.61.127.54,2,0,12,2,0,0,0,0,3,10,MEDIUM
20.62.207.244,150,142,8,0,0,0,0,0,9,31,HIGH
20.64.104.143,2,0,0,0,0,0,0,0,0,0,LOW
20.64.105.82,2,0,0,0,0,0,0,0,0,0,LOW
20.65.154.228,2,0,0,0,0,0,0,0,0,0,LOW
20.65.185.255,2,0,0,0,0,0,0,0,0,0,LOW
20.65.193.1,2,0,0,0,0,0,0,0,0,0,LOW
20.65.193.104,2,0,0,0,0,0,0,0,0,0,LOW
20.65.193.255,2,0,0,0,0,0,0,0,0,0,LOW
20.65.193.55,2,0,0,0,0,0,0,0,0,0,LOW
20.65.194.16,2,0,0,0,0,0,0,0,0,0,LOW
20.65.194.175,2,0,0,0,0,0,0,0,0,0,LOW
20.65.194.180,2,0,0,0,0,0,0,0,0,0,LOW
20.65.194.189,2,0,0,0,0,0,0,0,0,0,LOW
20.65.194.80,2,0,0,0,0,0,0,0,0,0,LOW
20.65.195.47,2,0,0,0,0,0,0,0,0,0,LOW
20.65.195.97,2,0,0,0,0,0,0,0,0,0,LOW
20.65.216.44,2,0,0,0,0,0,0,0,0,0,LOW
20.65.224.144,4,0,0,0,0,0,0,0,0,0,LOW
20.80.7.225,53,25,28,14,0,0,0,0,12,41,CRITICAL
20.80.83.115,2,0,0,0,0,0,0,0,0,0,LOW
20.80.83.86,2,0,0,0,0,0,0,0,0,0,LOW
20.81.159.34,1,0,1,0,0,0,0,0,0,0,LOW
20.83.167.28,2,0,0,0,0,0,0,0,0,0,LOW
20.84.144.154,2,0,0,0,0,0,0,0,0,0,LOW
20.84.166.43,2,0,0,0,0,0,0,0,0,0,LOW
20.85.246.45,3,0,2,1,0,0,0,0,0,0,LOW
20.86.18.105,1,0,0,0,0,0,0,0,0,0,LOW
20.87.219.67,3,0,2,1,0,0,0,0,0,0,LOW
20.88.55.220,6,0,4,2,0,0,0,0,2,7,LOW
20.98.136.63,2,0,0,0,0,0,0,0,0,0,LOW
20.98.137.225,2,0,0,0,0,0,0,0,0,0,LOW
200.10.29.235,3,0,2,1,0,0,0,0,0,0,LOW
200.105.141.172,6,1,0,0,5,0,0,0,3,10,MEDIUM
200.105.172.184,9,0,6,3,0,0,0,0,4,14,MEDIUM
200.106.49.149,11,1,0,0,10,0,0,0,5,17,MEDIUM
200.118.150.20,6,0,4,2,0,0,0,0,2,7,LOW
200.12.40.222,3,0,2,1,0,0,0,0,0,0,LOW
200.126.105.149,3,0,0,0,0,0,0,0,0,0,LOW
200.155.66.2,3,1,2,1,0,0,0,0,1,3,LOW
200.159.14.187,1,0,0,0,1,0,0,0,1,3,LOW
200.189.22.172,1,0,0,0,1,0,0,0,1,3,LOW
200.196.50.91,3,0,2,1,0,0,0,0,0,0,LOW
200.199.32.174,1,0,0,0,1,0,0,0,1,3,LOW
200.222.71.218,15,0,0,0,15,0,0,0,4,14,MEDIUM
200.227.84.242,2,0,0,0,0,0,0,0,0,0,LOW
200.232.114.71,8,0,0,0,8,0,0,0,4,14,MEDIUM
200.24.69.113,6,2,4,2,0,0,0,0,4,14,MEDIUM
200.33.171.65,3,0,0,0,3,0,0,0,1,3,LOW
200.35.157.98,1,0,1,0,0,0,0,0,0,0,LOW
200.37.179.83,7,0,0,0,7,0,0,0,3,10,MEDIUM
200.44.190.194,6,0,4,2,0,0,0,0,2,7,LOW
200.68.104.86,2,0,0,0,0,0,0,0,0,0,LOW
200.69.236.207,3,1,2,1,0,0,0,0,1,3,LOW
200.71.154.142,4,0,36,0,0,4,0,0,5,17,MEDIUM
200.75.136.149,1,0,1,0,0,0,1,0,2,7,LOW
200.77.172.159,9,2,6,3,0,0,0,0,6,21,HIGH
200.89.159.59,4,0,0,0,4,0,0,0,1,3,LOW
200.89.178.151,12,1,8,4,0,0,0,0,7,24,HIGH
200.89.69.247,984,0,983,0,0,0,0,0,8,28,HIGH
200.90.8.90,3,0,2,1,0,0,0,0,0,0,LOW
200.91.236.125,3,1,2,1,0,0,0,0,1,3,LOW
201.103.142.15,3,0,2,1,0,0,0,0,0,0,LOW
201.103.249.159,3,0,2,1,0,0,0,0,0,0,LOW
201.138.189.215,3,0,2,1,0,0,0,0,0,0,LOW
201.140.123.130,2,0,0,0,0,0,0,0,0,0,LOW
201.145.253.114,3,0,2,1,0,0,0,0,0,0,LOW
201.149.53.243,14,0,8,4,2,0,0,0,7,24,HIGH
201.16.238.49,6,1,4,2,0,0,0,0,3,10,MEDIUM
201.17.133.138,21,2,14,7,0,0,0,0,9,31,HIGH
201.18.12.194,2,0,0,0,2,0,0,0,1,3,LOW
201.184.50.251,9,1,6,3,0,0,0,0,5,17,MEDIUM
201.186.40.161,9,0,6,3,0,0,0,0,4,14,MEDIUM
201.208.165.75,18,3,0,0,15,0,0,0,7,24,HIGH
201.208.181.155,20,1,0,0,19,0,0,0,6,21,HIGH
201.209.101.14,3,1,0,0,2,0,0,0,2,7,LOW
201.209.109.217,1,1,0,0,0,0,0,0,1,3,LOW
201.209.117.132,10,0,0,0,10,0,0,0,4,14,MEDIUM
201.209.121.206,16,1,0,0,15,0,0,0,6,21,HIGH
201.209.147.143,3,0,19,1,0,0,0,0,2,7,LOW
201.217.12.57,1,0,0,0,0,0,0,0,0,0,LOW
201.217.67.183,57,25,32,16,0,0,0,0,12,41,CRITICAL
201.243.119.131,1,1,0,0,0,0,0,0,1,3,LOW
201.243.120.50,1,0,0,0,1,0,0,0,1,3,LOW
201.243.120.51,13,2,0,0,11,0,0,0,6,21,HIGH
201.243.82.123,6,0,4,2,0,0,0,0,2,7,LOW
201.249.192.30,6,1,4,2,0,0,0,0,3,10,MEDIUM
201.249.87.203,3,1,2,1,0,0,0,0,1,3,LOW
201.249.89.102,3,1,2,1,0,0,0,0,1,3,LOW
201.28.237.90,7,0,0,0,7,0,0,0,3,10,MEDIUM
201.4.95.42,2,0,0,0,0,0,0,0,0,0,LOW
201.49.108.245,6,1,4,2,0,0,0,0,3,10,MEDIUM
201.49.166.244,4,0,2,1,0,0,0,0,0,0,LOW
201.6.100.191,3,1,2,1,0,0,0,0,1,3,LOW
201.63.223.139,3,0,2,1,0,0,0,0,0,0,LOW
201.63.223.141,6,2,4,2,0,0,0,0,4,14,MEDIUM
201.63.52.54,10,1,0,0,9,0,0,0,5,17,MEDIUM
201.71.192.108,9,0,6,3,0,0,0,0,4,14,MEDIUM
201.77.124.248,3,1,2,1,0,0,0,0,1,3,LOW
202.10.42.109,1,0,0,0,0,0,0,0,0,0,LOW
202.103.55.158,3,0,2,1,0,0,0,0,0,0,LOW
202.111.173.175,2,0,2,1,0,0,0,0,0,0,LOW
202.111.183.30,7,0,0,0,6,0,0,0,3,10,MEDIUM
202.125.94.71,55,25,28,14,0,0,0,0,12,41,CRITICAL
202.133.91.110,187,0,186,0,0,0,0,0,6,21,HIGH
202.133.91.20,1,0,0,0,0,0,0,0,0,0,LOW
202.145.0.112,6,0,6,0,0,0,0,0,1,3,LOW
202.145.0.18,3,0,2,1,0,0,0,0,0,0,LOW
202.145.0.61,9,0,6,3,0,0,0,0,4,14,MEDIUM
202.148.31.118,1,0,2,1,0,0,0,0,0,0,LOW
202.152.201.166,9,1,6,3,0,0,0,0,5,17,MEDIUM
202.165.15.132,54,25,28,14,0,0,0,0,12,41,CRITICAL
202.165.15.88,1,0,0,0,0,0,0,0,0,0,LOW
202.165.22.12,3,1,2,1,0,0,0,0,1,3,LOW
202.165.22.58,3,0,2,1,0,0,0,0,0,0,LOW
202.165.249.187,6,0,6,0,0,0,0,0,1,3,LOW
202.165.29.119,3,1,2,1,0,0,0,0,1,3,LOW
202.165.29.123,101,50,50,25,0,0,0,0,14,48,CRITICAL
202.169.46.83,3,0,0,0,0,0,0,0,0,0,LOW
202.183.141.109,1,0,0,0,0,0,0,0,0,0,LOW
202.184.134.88,9,2,6,3,0,0,0,0,6,21,HIGH
202.184.144.220,6,1,4,2,0,0,0,0,3,10,MEDIUM
202.184.150.142,3,0,2,1,0,0,0,0,0,0,LOW
202.188.47.41,21,0,14,7,0,0,0,0,7,24,HIGH
202.39.244.158,1,0,0,0,0,0,1,0,2,7,LOW
202.5.200.3,6,0,6,0,0,0,0,0,1,3,LOW
202.51.214.98,9,0,6,3,0,0,0,0,4,14,MEDIUM
202.53.94.246,3,0,2,1,0,0,0,0,0,0,LOW
202.6.231.187,1,0,0,0,0,0,0,0,0,0,LOW
202.70.82.95,3,1,2,1,0,0,0,0,1,3,LOW
202.70.85.27,1,0,0,0,0,0,0,0,0,0,LOW
202.79.29.108,6,0,4,2,0,0,0,0,2,7,LOW
202.82.20.241,5,0,0,0,5,0,0,0,2,7,LOW
202.85.222.190,1,0,2,1,0,0,0,0,0,0,LOW
203.0.104.170,3,0,2,1,0,0,0,0,0,0,LOW
203.116.129.55,3,0,2,1,0,0,0,0,0,0,LOW
203.116.232.50,2,0,0,0,0,0,0,0,0,0,LOW
203.121.40.210,103,50,50,25,0,0,0,0,14,48,CRITICAL
203.123.219.137,5,0,0,0,5,0,0,0,2,7,LOW
203.124.45.179,1,0,0,0,1,0,0,0,1,3,LOW
203.124.50.151,1,1,0,0,0,0,0,0,1,3,LOW
203.124.60.46,2,0,0,0,2,0,0,0,1,3,LOW
203.129.217.70,2,0,0,0,1,0,0,0,1,3,LOW
203.129.225.4,3,0,0,0,3,0,0,0,1,3,LOW
203.142.160.143,6,0,4,2,0,0,0,0,2,7,LOW
203.145.143.163,6,0,4,2,0,0,0,0,2,7,LOW
203.145.34.165,62,25,36,18,0,0,0,0,13,45,CRITICAL
203.145.34.222,50,25,24,12,0,0,0,0,12,41,CRITICAL
203.145.34.82,6,1,4,2,0,0,0,0,3,10,MEDIUM
203.146.102.66,6,0,6,0,0,0,0,0,1,3,LOW
203.150.107.244,3,1,2,1,0,0,0,0,1,3,LOW
203.150.140.248,1,0,9,0,0,1,0,0,4,14,MEDIUM
203.170.192.251,3,0,2,1,0,0,0,0,0,0,LOW
203.171.29.193,248,0,247,0,0,0,0,0,7,24,HIGH
203.175.74.145,3,0,2,1,0,0,0,0,0,0,LOW
203.186.60.250,1,0,1,0,0,0,1,0,2,7,LOW
203.189.185.224,1,0,1,0,0,1,0,0,2,7,LOW
203.189.188.118,6,6,21,0,0,0,0,0,4,14,MEDIUM
203.189.188.153,22,12,43,0,0,0,0,0,8,28,HIGH
203.189.188.216,1,1,0,0,0,0,0,0,1,3,LOW
203.189.195.8,3,0,2,1,0,0,0,0,0,0,LOW
203.192.211.180,2,0,0,0,2,0,0,0,1,3,LOW
203.192.232.180,3,1,2,1,0,0,0,0,1,3,LOW
203.192.247.84,12,0,0,0,12,0,0,0,4,14,MEDIUM
203.193.137.250,8,1,0,0,6,0,0,0,4,14,MEDIUM
203.193.147.37,8,0,0,0,8,0,0,0,4,14,MEDIUM
203.193.147.75,5,0,0,0,5,0,0,0,2,7,LOW
203.198.129.123,2,1,0,0,1,0,0,0,2,7,LOW
203.198.173.137,1,0,0,0,1,0,0,0,1,3,LOW
203.198.173.145,1,0,0,0,1,0,0,0,1,3,LOW
203.2.151.28,3,0,2,1,0,0,0,0,0,0,LOW
203.204.85.225,3,0,2,1,0,0,0,0,0,0,LOW
203.205.37.233,13,2,8,4,0,0,0,0,8,28,HIGH
203.21.120.126,3,0,2,1,0,0,0,0,0,0,LOW
203.228.30.198,6,1,4,2,0,0,0,0,3,10,MEDIUM
203.25.208.110,6,2,4,2,0,0,0,0,4,14,MEDIUM
203.252.10.3,7,1,0,0,5,0,0,0,4,14,MEDIUM
203.252.10.4,7,0,0,0,7,0,0,0,3,10,MEDIUM
203.3.112.46,1,0,0,0,0,0,0,0,0,0,LOW
203.55.131.3,1,0,0,0,0,0,0,0,0,0,LOW
203.56.198.45,3,0,2,1,0,0,0,0,0,0,LOW
203.83.11.156,1,0,0,0,0,0,0,0,0,0,LOW
203.83.234.180,3,0,0,0,0,0,0,0,0,0,LOW
203.90.110.186,39,25,14,7,0,0,0,0,10,34,HIGH
203.92.36.109,12,3,0,0,8,0,0,0,6,21,HIGH
203.98.229.29,3,0,0,0,3,0,0,0,1,3,LOW
204.168.173.72,1,0,0,0,0,0,0,0,0,0,LOW
204.168.240.142,3,0,2,1,0,0,0,0,0,0,LOW
204.216.190.165,1,1,0,0,0,0,0,0,1,3,LOW
204.76.203.215,2,0,0,0,0,0,0,0,0,0,LOW
204.76.203.233,5,0,0,0,0,0,0,0,0,0,LOW
205.185.115.224,3,1,2,1,0,0,0,0,1,3,LOW
205.185.123.93,1,1,0,0,1,0,0,0,2,7,LOW
205.185.125.150,3,1,2,1,0,0,0,0,1,3,LOW
205.189.160.246,7,3,0,0,0,0,0,0,3,10,MEDIUM
205.210.31.101,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.102,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.103,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.104,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.105,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.107,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.108,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.109,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.110,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.13,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.130,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.131,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.133,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.136,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.144,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.145,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.147,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.15,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.154,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.156,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.164,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.167,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.170,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.171,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.173,3,0,0,0,0,0,0,0,0,0,LOW
205.210.31.176,3,0,0,0,0,0,0,0,0,0,LOW
205.210.31.177,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.183,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.193,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.195,3,0,0,0,0,0,0,0,0,0,LOW
205.210.31.196,2,0,0,0,0,0,0,0,0,0,LOW
205.210.31.198,1,0,0,0,0,0,0,0,0,0,LOW
205.210.31.199,2,0,0,0,0,0,0,0,0,0,LOW
