ip,commands,unique,severity,intensity,diversity,total
152.67.93.207,18,8,0.48090025639645917,2.1309476694570755,2.280562600295606,4.89241052614914
61.84.211.107,18,8,0.48090025639645917,2.1309476694570755,2.280562600295606,4.89241052614914
138.199.29.156,157,1,0.4999999240467016,3.6638983396721163,0.7194373997043944,4.883335663423212
103.82.27.19,156,1,0.4999999160586235,3.6593032803007306,0.7194373997043944,4.878740596063748
142.93.110.2,84,2,0.4981510681417585,3.215232989446661,1.1402813001478027,4.853665357736222
46.101.166.142,84,2,0.4981510681417585,3.215232989446661,1.1402813001478027,4.853665357736222
195.178.110.228,55,3,0.48155841629938,2.9132251898613006,1.4388747994087887,4.833658405569469
195.178.110.218,143,1,0.4999996919941869,3.596750397376672,0.7194373997043944,4.816187489075253
179.61.185.154,141,1,0.4999996238008504,3.5866282824503948,0.7194373997043944,4.806065305955639
91.92.40.204,52,3,0.46286321089283305,2.873377359867481,1.4388747994087887,4.775115370169103
31.14.116.175,135,1,0.4999993145204568,3.555383743279265,0.7194373997043944,4.774820457504116
176.65.139.246,133,1,0.4999991627533953,3.54466177799147,0.7194373997043944,4.76409834044926
92.118.39.95,131,1,0.49999897738468774,3.5337785741111096,0.7194373997043944,4.753214951200191
106.13.180.139,13,10,0.319916053587222,1.9099370392451793,2.4888444881675813,4.718697580999983
206.189.123.252,69,2,0.49497408212768323,3.0747185113367563,1.1402813001478027,4.709973893612243
212.72.14.244,122,1,0.49999748477219647,3.482671269343699,0.7194373997043944,4.70210615382029
80.94.92.55,45,3,0.46639724363012514,2.770862129853002,1.4388747994087887,4.676134172891915
203.189.188.118,20,5,0.6127754495439792,2.203380012009334,1.8597186998521975,4.675874161405511
2.57.122.210,115,1,0.4999949349532007,3.4402655347810223,0.7194373997043944,4.6596978694386175
20.61.126.214,112,1,0.49999316290196716,3.421302369036254,0.7194373997043944,4.640732931642615
8.217.133.144,111,1,0.49999244383809005,3.41486926516936,0.7194373997043944,4.634299108711844
176.65.148.108,108,1,0.4999898002482944,3.3952195671172305,0.7194373997043944,4.614646767069919
47.83.159.53,108,1,0.4999898002482944,3.3952195671172305,0.7194373997043944,4.614646767069919
195.178.110.217,45,3,0.3990517410026723,2.770862129853002,1.4388747994087887,4.608788670264463
20.61.127.54,11,9,0.40149476004216833,1.798375198688336,2.3899193105907366,4.5897892693212405
38.244.208.197,103,1,0.49998318345240716,3.361235886564289,0.7194373997043944,4.580656469721091
46.249.101.161,100,1,0.49997730003511875,3.3400523424705337,0.7194373997043944,4.559467042210047
78.128.112.74,193,1,0.0,3.812451250140815,0.7194373997043944,4.531888649845209
104.248.205.86,54,2,0.48633813877635373,2.900184847514351,1.1402813001478027,4.526804286438508
206.189.128.105,191,1,0.0,3.8049514999205774,0.7194373997043944,4.524388899624972
58.213.47.2,190,1,0.0,3.801172277652633,0.7194373997043944,4.520609677357028
8.219.137.119,94,1,0.4999586379672217,3.295729141548653,0.7194373997043944,4.515125179220269
165.22.101.46,181,1,0.0,3.7662406998852864,0.7194373997043944,4.485678099589681
5.161.233.230,12,7,0.4544447198570252,1.856303660640108,2.1583121991131833,4.469060579610316
94.26.106.29,24,2,0.9473224472592164,2.329562944183154,1.1402813001478027,4.4171666915901735
159.195.147.215,79,1,0.49981462822977046,3.1713577733238187,0.7194373997043944,4.390609801257984
80.94.92.168,77,1,0.4997735864085566,3.1530347840203836,0.7194373997043944,4.372245770133334
20.171.51.209,10,8,0.3423419715653043,1.7354033754227738,2.280562600295606,4.358307947283684
8.219.218.85,74,1,0.4996943736194352,3.124649992255369,0.7194373997043944,4.343781765579199
161.132.45.15,74,1,0.4996943736194352,3.124649992255369,0.7194373997043944,4.343781765579199
161.132.51.203,74,1,0.4996943736194352,3.124649992255369,0.7194373997043944,4.343781765579199
197.156.67.84,74,1,0.4996943736194352,3.124649992255369,0.7194373997043944,4.343781765579199
147.182.149.47,74,1,0.4996943736194352,3.124649992255369,0.7194373997043944,4.343781765579199
47.86.222.222,74,1,0.4996943736194352,3.124649992255369,0.7194373997043944,4.343781765579199
46.101.149.220,42,2,0.46959496868739103,2.7220535652492526,1.1402813001478027,4.3319298340844465
157.230.114.55,42,2,0.46959496868739103,2.7220535652492526,1.1402813001478027,4.3319298340844465
47.237.13.79,72,1,0.49962670709581164,3.1050888171584887,0.7194373997043944,4.324152923958695
