ip,commands,unique,severity_old,severity_new,intensity,diversity,total_old,total_new,risk_level_old,risk_level_new,persistence_backdoor_hits,dropper_execution_hits,successful_logins,commands_per_login,activity_span_minutes,max_commands_5s,max_commands_1min,burst_10plus_5s,temporal_level,mitigation_decision_old,mitigation_decision_new
103.171.85.115,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.003430664539337158,2,2,0,NORMAL,NO_ACTION,NO_ACTION
116.176.61.91,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019793967405954998,2,2,0,NORMAL,NO_ACTION,NO_ACTION
120.48.137.21,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,13990.27569343249,1,1,0,NORMAL,NO_ACTION,NO_ACTION
138.197.107.71,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012755632400512695,2,2,0,NORMAL,NO_ACTION,NO_ACTION
187.212.40.215,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013635098934173584,2,2,0,NORMAL,NO_ACTION,NO_ACTION
36.64.190.82,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004103132088979085,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.67.78.18,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0039885640144348145,2,2,0,NORMAL,NO_ACTION,NO_ACTION
198.144.179.109,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013545600573221843,2,2,0,NORMAL,NO_ACTION,NO_ACTION
211.186.79.173,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006991549332936605,2,2,0,NORMAL,NO_ACTION,NO_ACTION
176.53.96.208,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012789185841878254,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.21.179,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018308532238006592,2,2,0,NORMAL,NO_ACTION,NO_ACTION
181.23.114.57,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.020763083299001058,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.128.47.72,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0023474653561909994,2,2,0,NORMAL,NO_ACTION,NO_ACTION
36.155.114.62,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011417667071024576,2,2,0,NORMAL,NO_ACTION,NO_ACTION
173.212.238.152,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01574794848759969,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.176.78.178,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.001295185089111328,2,2,0,NORMAL,NO_ACTION,NO_ACTION
158.178.141.16,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005297633012135824,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.145.43.227,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012275966008504231,2,2,0,NORMAL,NO_ACTION,NO_ACTION
205.185.115.224,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01092296838760376,2,2,0,NORMAL,NO_ACTION,NO_ACTION
205.185.125.150,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011118849118550619,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.99.102.162,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002909282843271891,2,2,0,NORMAL,NO_ACTION,NO_ACTION
163.245.221.134,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014550185203552246,2,2,0,NORMAL,NO_ACTION,NO_ACTION
122.252.246.1,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002953950564066569,2,2,0,NORMAL,NO_ACTION,NO_ACTION
157.180.78.42,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015837581952412923,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.239.252.132,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.0035417993863423665,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.187.165.26,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.0012757023175557455,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.190.142.151,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013015949726104736,2,2,0,NORMAL,NO_ACTION,NO_ACTION
152.200.205.179,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01734925111134847,2,2,0,NORMAL,NO_ACTION,NO_ACTION
202.70.82.95,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0046402851740519205,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.12.241.195,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.017268749078114827,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.40.57.41,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0046715855598449705,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.187.146.121,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0027118364969889322,2,2,0,NORMAL,NO_ACTION,NO_ACTION
85.62.117.67,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.009707768758138021,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.76.120.30,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0029157002766927085,2,2,0,NORMAL,NO_ACTION,NO_ACTION
9.223.176.221,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012359170118967693,2,2,0,NORMAL,NO_ACTION,NO_ACTION
120.196.66.80,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005380284786224365,2,2,0,NORMAL,NO_ACTION,NO_ACTION
36.140.197.218,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.013547933101654053,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.80.87.39,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.009540851910909016,2,2,0,NORMAL,NO_ACTION,NO_ACTION
176.65.148.166,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010026800632476806,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.186.1.59,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0013103524843851725,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.75.77.231,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.02858357032140096,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.234.53.173,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.00558621883392334,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.76.120.225,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0012912511825561523,2,2,0,NORMAL,NO_ACTION,NO_ACTION
62.151.177.176,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013324650128682454,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.115.5,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.018395630518595378,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.226.36.89,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.027043914794921874,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.160.220.195,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0008347670237223308,2,2,0,NORMAL,NO_ACTION,NO_ACTION
192.3.130.87,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011793299516042074,2,2,0,NORMAL,NO_ACTION,NO_ACTION
102.218.89.110,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018354217211405437,2,2,0,NORMAL,NO_ACTION,NO_ACTION
113.31.114.193,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016824801762898762,2,2,0,NORMAL,NO_ACTION,NO_ACTION
201.249.89.102,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016740949948628743,2,2,0,NORMAL,NO_ACTION,NO_ACTION
177.36.220.22,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018588467439015707,2,2,0,NORMAL,NO_ACTION,NO_ACTION
38.19.156.18,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016042864322662352,2,2,0,NORMAL,NO_ACTION,NO_ACTION
161.35.8.199,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014182798067728679,2,2,0,NORMAL,NO_ACTION,NO_ACTION
159.65.54.130,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008091517289479573,2,2,0,NORMAL,NO_ACTION,NO_ACTION
189.206.155.253,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01633683443069458,2,2,0,NORMAL,NO_ACTION,NO_ACTION
203.192.232.180,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.006463531653086344,2,2,0,NORMAL,NO_ACTION,NO_ACTION
190.119.63.98,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.019954665501912435,2,2,0,NORMAL,NO_ACTION,NO_ACTION
151.33.56.33,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015380616982777913,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.172.131.149,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014766816298166912,2,2,0,NORMAL,NO_ACTION,NO_ACTION
60.165.123.15,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02113121747970581,2,2,0,NORMAL,NO_ACTION,NO_ACTION
130.250.191.204,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005238767464955648,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.142.110.144,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.012231449286142984,2,2,0,NORMAL,NO_ACTION,NO_ACTION
191.5.31.61,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.018404066562652588,2,2,0,NORMAL,NO_ACTION,NO_ACTION
104.131.180.158,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012715184688568115,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.154.1.18,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013270898660024007,2,2,0,NORMAL,NO_ACTION,NO_ACTION
152.32.215.134,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0135421355565389,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.191.132.202,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014085781574249268,2,2,0,NORMAL,NO_ACTION,NO_ACTION
164.92.160.160,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01082596778869629,2,2,0,NORMAL,NO_ACTION,NO_ACTION
2.26.105.167,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012447881698608398,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.36.122.186,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006243983904520671,2,2,0,NORMAL,NO_ACTION,NO_ACTION
171.61.21.225,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0063511331876118975,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.233.206.154,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002824850877126058,2,2,0,NORMAL,NO_ACTION,NO_ACTION
196.188.187.42,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015835952758789063,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.134.8.192,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.000637352466583252,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.177.234.24,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004027883211771647,2,2,0,NORMAL,NO_ACTION,NO_ACTION
200.91.236.125,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013747302691141765,2,2,0,NORMAL,NO_ACTION,NO_ACTION
93.39.209.147,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014883116881052653,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.9.211,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.017031967639923096,2,2,0,NORMAL,NO_ACTION,NO_ACTION
189.147.20.241,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012776982784271241,2,2,0,NORMAL,NO_ACTION,NO_ACTION
195.133.243.66,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01726845105489095,2,2,0,NORMAL,NO_ACTION,NO_ACTION
62.193.106.227,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010915148258209228,2,2,0,NORMAL,NO_ACTION,NO_ACTION
27.112.78.223,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0034539858500162762,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.193.178.240,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0038885672887166343,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.149.9.122,2,1,0.0,0.0,0.5,0.0,0.5,0.5,LOW,LOW,0,0,2,1.0,134.72523566881816,1,1,0,NORMAL,NO_ACTION,NO_ACTION
117.50.199.249,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01656796932220459,2,2,0,NORMAL,NO_ACTION,NO_ACTION
68.183.236.1,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.003303782145182292,2,2,0,NORMAL,NO_ACTION,NO_ACTION
119.96.158.238,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.023549731572469076,2,2,0,NORMAL,NO_ACTION,NO_ACTION
202.165.29.119,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0025484164555867514,2,2,0,NORMAL,NO_ACTION,NO_ACTION
150.95.157.171,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004074617226918539,2,2,0,NORMAL,NO_ACTION,NO_ACTION
122.114.69.235,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,1,2.0,0.026238016287485757,2,2,0,NORMAL,NO_ACTION,NO_ACTION
39.115.183.206,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006605100631713867,2,2,0,NORMAL,NO_ACTION,NO_ACTION
4.246.204.51,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.07703714768091838,2,2,0,NORMAL,NO_ACTION,NO_ACTION
20.187.184.86,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004702333609263102,2,2,0,NORMAL,NO_ACTION,NO_ACTION
201.6.100.191,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02008659839630127,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.37.72.234,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.020765165487925213,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.36.119.184,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004213599363962809,2,2,0,NORMAL,NO_ACTION,NO_ACTION
52.168.141.47,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.03890209992726644,2,2,0,NORMAL,NO_ACTION,NO_ACTION
82.208.22.44,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01901559829711914,2,2,0,NORMAL,NO_ACTION,NO_ACTION
212.33.235.243,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.023010583718617757,2,2,0,NORMAL,NO_ACTION,NO_ACTION
177.70.6.158,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01991856892903646,2,2,0,NORMAL,NO_ACTION,NO_ACTION
20.204.245.187,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004116467634836833,2,2,0,NORMAL,NO_ACTION,NO_ACTION
217.160.58.240,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01030810276667277,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.69.96.120,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0046279668807983395,2,2,0,NORMAL,NO_ACTION,NO_ACTION
105.96.13.6,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.014020947615305583,2,2,0,NORMAL,NO_ACTION,NO_ACTION
117.83.83.235,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.0204229474067688,2,2,0,NORMAL,NO_ACTION,NO_ACTION
154.81.15.63,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002669799327850342,2,2,0,NORMAL,NO_ACTION,NO_ACTION
177.157.200.55,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019171051184336343,2,2,0,NORMAL,NO_ACTION,NO_ACTION
81.193.159.166,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019584365685780845,2,2,0,NORMAL,NO_ACTION,NO_ACTION
202.165.22.12,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002268330256144206,2,2,0,NORMAL,NO_ACTION,NO_ACTION
190.19.15.203,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02101618448893229,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.13.100.52,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.030100631713867187,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.36.108.213,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004016117254892985,2,2,0,NORMAL,NO_ACTION,NO_ACTION
89.36.2.59,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010295867919921875,2,2,0,NORMAL,NO_ACTION,NO_ACTION
23.91.96.70,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005496466159820556,2,2,0,NORMAL,NO_ACTION,NO_ACTION
78.46.176.249,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008918515841166179,2,2,0,NORMAL,NO_ACTION,NO_ACTION
183.82.111.224,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.007668602466583252,2,2,0,NORMAL,NO_ACTION,NO_ACTION
37.143.61.203,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011732017993927002,2,2,0,NORMAL,NO_ACTION,NO_ACTION
191.101.59.198,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012687416871388753,2,2,0,NORMAL,NO_ACTION,NO_ACTION
186.122.177.140,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.022604918479919432,2,2,0,NORMAL,NO_ACTION,NO_ACTION
57.151.89.48,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013416683673858643,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.183.74.187,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.003891452153523763,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.201.113.132,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013129198551177978,2,2,0,NORMAL,NO_ACTION,NO_ACTION
57.134.139.188,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012832780679066976,2,2,0,NORMAL,NO_ACTION,NO_ACTION
113.194.203.31,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.014623665809631347,2,2,0,NORMAL,NO_ACTION,NO_ACTION
38.19.159.254,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01580576499303182,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.90.30,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0186454176902771,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.75.29.99,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.017471166451772054,2,2,0,NORMAL,NO_ACTION,NO_ACTION
58.247.139.54,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02095013459523519,2,2,0,NORMAL,NO_ACTION,NO_ACTION
186.80.18.158,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01602029800415039,2,2,0,NORMAL,NO_ACTION,NO_ACTION
92.205.56.196,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010881352424621581,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.39.58.191,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010028533140818278,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.219.234.233,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.00391241709391276,2,2,0,NORMAL,NO_ACTION,NO_ACTION
218.0.63.25,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.01978426376978556,2,2,0,NORMAL,NO_ACTION,NO_ACTION
180.184.82.249,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01943984826405843,2,2,0,NORMAL,NO_ACTION,NO_ACTION
51.68.65.117,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.00867134730021159,2,2,0,NORMAL,NO_ACTION,NO_ACTION
175.100.24.139,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004639681180318197,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.171.69.72,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0030682166417439777,2,2,0,NORMAL,NO_ACTION,NO_ACTION
88.18.38.131,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016460633277893065,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.196.22.11,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019870750109354653,2,2,0,NORMAL,NO_ACTION,NO_ACTION
35.200.237.19,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0037847161293029785,2,2,0,NORMAL,NO_ACTION,NO_ACTION
94.136.185.192,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004809884230295817,2,2,0,NORMAL,NO_ACTION,NO_ACTION
178.160.229.255,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015300897757212321,2,2,0,NORMAL,NO_ACTION,NO_ACTION
39.129.90.146,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006554202238718668,2,2,0,NORMAL,NO_ACTION,NO_ACTION
59.50.28.255,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.019451602300008138,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.78.204.254,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.0034299174944559733,2,2,0,NORMAL,NO_ACTION,NO_ACTION
66.228.53.103,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013793031374613443,2,2,0,NORMAL,NO_ACTION,NO_ACTION
213.199.33.14,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013278265794118246,2,2,0,NORMAL,NO_ACTION,NO_ACTION
