ip,commands,unique,severity_old,severity_new,intensity,diversity,total_old,total_new,risk_level_old,risk_level_new,persistence_backdoor_hits,dropper_execution_hits,successful_logins,commands_per_login,activity_span_minutes,max_commands_5s,max_commands_1min,burst_10plus_5s,temporal_level,mitigation_decision_old,mitigation_decision_new
101.227.79.195,1,1,0.2941,0.2941,0.25,0.0,0.5441,0.5441,LOW,LOW,0,0,1,1.0,0.0,1,1,0,NORMAL,NO_ACTION,NO_ACTION
106.13.48.135,1,1,0.2941,0.2941,0.25,0.0,0.5441,0.5441,LOW,LOW,0,0,1,1.0,0.0,1,1,0,NORMAL,NO_ACTION,NO_ACTION
143.198.193.20,1,1,0.2941,0.2941,0.25,0.0,0.5441,0.5441,LOW,LOW,0,0,1,1.0,0.0,1,1,0,NORMAL,NO_ACTION,NO_ACTION
120.193.9.169,1,1,0.2941,0.2941,0.25,0.0,0.5441,0.5441,LOW,LOW,0,0,1,1.0,0.0,1,1,0,NORMAL,NO_ACTION,NO_ACTION
4.240.18.224,1,1,0.2941,0.2941,0.25,0.0,0.5441,0.5441,LOW,LOW,0,0,1,1.0,0.0,1,1,0,NORMAL,NO_ACTION,NO_ACTION
46.101.122.220,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008310850461324055,2,2,0,NORMAL,NO_ACTION,NO_ACTION
190.255.143.207,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01681353251139323,2,2,0,NORMAL,NO_ACTION,NO_ACTION
209.74.71.212,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010365668932596843,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.79.11,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.03554421663284302,2,2,0,NORMAL,NO_ACTION,NO_ACTION
163.43.142.110,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0058013200759887695,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.191.94.172,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015768682956695555,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.175.206.22,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.001691615581512451,2,2,0,NORMAL,NO_ACTION,NO_ACTION
200.155.66.2,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.020067083835601806,2,2,0,NORMAL,NO_ACTION,NO_ACTION
175.0.72.110,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018017033735911053,2,2,0,NORMAL,NO_ACTION,NO_ACTION
160.16.101.165,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006102414925893148,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.63.25.109,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004130931695302328,2,2,0,NORMAL,NO_ACTION,NO_ACTION
107.180.88.176,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.010094900925954184,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.59.94.19,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0016955494880676269,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.61.187.220,2,1,0.0,1.5856,0.5,0.0,0.5,2.0856,LOW,LOW,9,0,2,1.0,0.014805769920349121,2,2,0,NORMAL,NO_ACTION,NO_ACTION
124.71.216.175,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02074350118637085,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.176.79.137,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.003560801347096761,2,2,0,NORMAL,NO_ACTION,NO_ACTION
187.104.6.82,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019550649325052898,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.69.0.72,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012826236089070638,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.187.146.107,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.0030182321866353353,2,2,0,NORMAL,NO_ACTION,NO_ACTION
115.68.208.216,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.007491131623586019,2,2,0,NORMAL,NO_ACTION,NO_ACTION
46.250.250.80,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005461601416269938,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.47.142.210,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0032288829485575357,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.126.55.63,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.05706836779912313,2,2,0,NORMAL,NO_ACTION,NO_ACTION
57.128.237.155,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011896113554636637,2,2,0,NORMAL,NO_ACTION,NO_ACTION
76.164.199.207,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01245498259862264,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.176.79.139,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0017348488171895346,2,2,0,NORMAL,NO_ACTION,NO_ACTION
116.193.191.8,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0031646331151326495,2,2,0,NORMAL,NO_ACTION,NO_ACTION
5.175.139.236,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004901484648386637,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.47.142.8,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0025536020596822104,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.47.142.49,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002354101339975993,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.47.163.102,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.001261146863301595,2,2,0,NORMAL,NO_ACTION,NO_ACTION
67.81.35.26,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014423116048177084,2,2,0,NORMAL,NO_ACTION,NO_ACTION
110.239.65.57,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0028818647066752114,2,2,0,NORMAL,NO_ACTION,NO_ACTION
163.7.6.74,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004066117604573568,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.18.122.240,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01837540070215861,2,2,0,NORMAL,NO_ACTION,NO_ACTION
18.181.199.172,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006014498074849447,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.154.22.250,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002459263801574707,2,2,0,NORMAL,NO_ACTION,NO_ACTION
154.125.83.50,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.020925331115722656,2,2,0,NORMAL,NO_ACTION,NO_ACTION
88.218.76.200,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018386717637379965,2,2,0,NORMAL,NO_ACTION,NO_ACTION
193.37.70.108,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014639397462209066,2,2,0,NORMAL,NO_ACTION,NO_ACTION
36.95.194.53,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002203349272410075,2,2,0,NORMAL,NO_ACTION,NO_ACTION
202.111.173.175,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015693914890289307,2,2,0,NORMAL,NO_ACTION,NO_ACTION
210.13.100.77,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.007033280531565348,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.126.54.36,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.0245702862739563,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.193.37.79,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0024073163668314615,2,2,0,NORMAL,NO_ACTION,NO_ACTION
189.143.77.105,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014386169115702311,2,2,0,NORMAL,NO_ACTION,NO_ACTION
174.138.53.142,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012371699015299479,2,2,0,NORMAL,NO_ACTION,NO_ACTION
63.116.23.24,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.013831067085266113,2,2,0,NORMAL,NO_ACTION,NO_ACTION
190.99.152.226,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015330084164937337,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.31.33.99,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01077959934870402,2,2,0,NORMAL,NO_ACTION,NO_ACTION
82.38.64.199,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01208806832631429,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.213.111.135,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006585864226023356,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.196.11.54,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008614349365234374,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.179.24.78,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005646320184071859,2,2,0,NORMAL,NO_ACTION,NO_ACTION
187.120.36.118,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.020574700832366944,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.165.171.180,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004436965783437093,2,2,0,NORMAL,NO_ACTION,NO_ACTION
79.168.139.28,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010162731011708578,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.129.8.85,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005950649579366048,2,2,0,NORMAL,NO_ACTION,NO_ACTION
198.23.215.84,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010316816965738933,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.23.198.86,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004162033398946126,2,2,0,NORMAL,NO_ACTION,NO_ACTION
217.209.13.98,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016973431905110678,2,2,0,NORMAL,NO_ACTION,NO_ACTION
157.20.172.86,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004655901590983073,2,2,0,NORMAL,NO_ACTION,NO_ACTION
51.210.15.86,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008516883850097657,2,2,0,NORMAL,NO_ACTION,NO_ACTION
23.226.133.133,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0116836150487264,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.63.25.203,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0023635188738505048,2,2,0,NORMAL,NO_ACTION,NO_ACTION
31.220.72.93,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010100050767262777,2,2,0,NORMAL,NO_ACTION,NO_ACTION
217.253.114.56,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010288918018341064,2,2,0,NORMAL,NO_ACTION,NO_ACTION
54.38.52.18,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.00951545238494873,2,2,0,NORMAL,NO_ACTION,NO_ACTION
24.144.91.67,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010792764027913411,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.236.140.19,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.003756733735402425,2,2,0,NORMAL,NO_ACTION,NO_ACTION
112.196.70.142,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004335665702819824,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.76.120.198,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0014438311258951823,2,2,0,NORMAL,NO_ACTION,NO_ACTION
61.231.193.33,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.009717599550882975,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.226.89.235,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01205971638361613,2,2,0,NORMAL,NO_ACTION,NO_ACTION
119.195.90.48,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0046320796012878414,2,2,0,NORMAL,NO_ACTION,NO_ACTION
112.184.119.22,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.007639467716217041,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.59.94.117,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0034004847208658853,2,2,0,NORMAL,NO_ACTION,NO_ACTION
159.146.11.164,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010187451044718425,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.216.116.13,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0024964650472005206,2,2,0,NORMAL,NO_ACTION,NO_ACTION
181.234.61.158,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015822935104370116,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.119.85.50,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.007484718163808187,2,2,0,NORMAL,NO_ACTION,NO_ACTION
182.43.76.81,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016389799118041993,2,2,0,NORMAL,NO_ACTION,NO_ACTION
197.225.146.23,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.006416332721710205,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.131.112,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.01583858331044515,2,2,0,NORMAL,NO_ACTION,NO_ACTION
181.48.79.202,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019207568963368733,2,2,0,NORMAL,NO_ACTION,NO_ACTION
105.247.69.196,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016490650177001954,2,2,0,NORMAL,NO_ACTION,NO_ACTION
158.174.210.161,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018244381745656332,2,2,0,NORMAL,NO_ACTION,NO_ACTION
150.230.35.95,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011388130982716878,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.121.138.255,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011243915557861328,2,2,0,NORMAL,NO_ACTION,NO_ACTION
1.214.255.210,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004301218191782633,2,2,0,NORMAL,NO_ACTION,NO_ACTION
167.99.78.165,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0022991180419921877,2,2,0,NORMAL,NO_ACTION,NO_ACTION
131.161.219.137,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01891136964162191,2,2,0,NORMAL,NO_ACTION,NO_ACTION
210.79.191.76,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.002983383337656657,2,2,0,NORMAL,NO_ACTION,NO_ACTION
111.47.243.219,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004298734664916992,2,2,0,NORMAL,NO_ACTION,NO_ACTION
212.87.220.74,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008716050783793132,2,2,0,NORMAL,NO_ACTION,NO_ACTION
182.180.57.212,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.008024835586547851,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.175.37.29,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016741418838500978,2,2,0,NORMAL,NO_ACTION,NO_ACTION
152.32.171.213,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.00237500270207723,2,2,0,NORMAL,NO_ACTION,NO_ACTION
152.32.250.188,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.011492451032002768,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.196.8.218,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014567931493123373,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.236.241,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.016985682646433513,2,2,0,NORMAL,NO_ACTION,NO_ACTION
121.29.4.46,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.017444650332132976,2,2,0,NORMAL,NO_ACTION,NO_ACTION
201.77.124.248,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02023890018463135,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.157.25.4,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005659715334574381,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.149.158,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0876333514849345,1,2,0,NORMAL,NO_ACTION,NO_ACTION
102.16.67.136,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02178003390630086,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.186.0.22,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.001870417594909668,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.126.91.34,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.020632533232371013,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.82.21.8,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.0027645031611124673,2,2,0,NORMAL,NO_ACTION,NO_ACTION
83.150.21.135,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.010278014341990153,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.120.120.69,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005501564343770345,2,2,0,NORMAL,NO_ACTION,NO_ACTION
154.124.77.50,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.030756433804829914,2,2,0,NORMAL,NO_ACTION,NO_ACTION
221.159.150.85,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004804885387420655,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.194.37.246,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0024040182431538898,2,2,0,NORMAL,NO_ACTION,NO_ACTION
197.243.14.52,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.020019133885701496,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.193.36.245,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.005096232891082764,2,2,0,NORMAL,NO_ACTION,NO_ACTION
209.141.62.124,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.009998881816864013,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.237.144.204,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0029719312985738116,2,2,0,NORMAL,NO_ACTION,NO_ACTION
187.94.255.130,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.02222741444905599,2,2,0,NORMAL,NO_ACTION,NO_ACTION
181.49.117.132,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01732610066731771,2,2,0,NORMAL,NO_ACTION,NO_ACTION
154.57.216.142,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004691580931345622,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.183.74.130,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0032311320304870606,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.112.243,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019365866978963215,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.117.85,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.018826520442962645,2,2,0,NORMAL,NO_ACTION,NO_ACTION
203.150.107.244,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.00213168462117513,2,2,0,NORMAL,NO_ACTION,NO_ACTION
79.116.201.216,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.009247883160909017,2,2,0,NORMAL,NO_ACTION,NO_ACTION
201.249.87.203,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01971291700998942,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.175.118.185,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,2,1.0,0.011230281988779704,2,2,0,NORMAL,NO_ACTION,NO_ACTION
121.36.31.125,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.020188085238138833,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.29.240.154,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.017709418137868246,2,2,0,NORMAL,NO_ACTION,NO_ACTION
209.74.85.159,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01231166919072469,2,2,0,NORMAL,NO_ACTION,NO_ACTION
94.156.170.76,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015319252014160156,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.126.35.9,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,1,2.0,0.018275948365529378,2,2,0,NORMAL,NO_ACTION,NO_ACTION
79.45.101.239,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019159332911173502,2,2,0,NORMAL,NO_ACTION,NO_ACTION
121.36.8.43,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.020198118686676026,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.36.117.42,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.004197017351786295,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.144.233.56,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.01297531525293986,2,2,0,NORMAL,NO_ACTION,NO_ACTION
180.138.194.82,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.025182600816090903,2,2,0,NORMAL,NO_ACTION,NO_ACTION
180.93.172.213,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,2,1.0,0.004936186472574869,2,2,0,NORMAL,NO_ACTION,NO_ACTION
79.116.21.0,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.015262317657470704,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.196.10.227,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.014471352100372314,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.47.135.95,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.003004348278045654,2,2,0,NORMAL,NO_ACTION,NO_ACTION
200.69.236.207,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.017669264475504556,2,2,0,NORMAL,NO_ACTION,NO_ACTION
